0	0
1	61
2	63
3	74
4	65
5	56
6	67
7	61
8	67
9	57
10	59
11	61
12	54
13	70
14	65
15	62
16	79
17	61
18	64
19	58
20	61
21	68
22	55
23	68
24	66
25	55
26	64
27	52
28	60
29	38
30	51
31	58
32	63
33	53
34	51
35	68
36	59
37	41
38	59
39	50
40	57
41	55
42	48
43	59
44	57
45	68
46	48
47	53
48	50
49	64
50	50
51	55
52	50
53	55
54	43
55	47
56	52
57	47
58	53
59	48
60	50
61	56
62	53
63	42
64	47
65	47
66	43
67	38
68	54
69	47
70	41
71	39
72	49
73	44
74	53
75	50
76	57
77	41
78	46
79	42
80	46
81	27
82	37
83	39
84	36
85	34
86	31
87	43
88	37
89	32
90	41
91	37
92	44
93	36
94	29
95	35
96	29
97	45
98	40
99	36
100	30
101	54
102	30
103	29
104	40
105	27
106	35
107	37
108	29
109	30
110	31
111	28
112	29
113	26
114	40
115	36
116	25
117	32
118	35
119	23
120	27
121	25
122	26
123	30
124	22
125	27
126	18
127	31
128	22
129	28
130	19
131	29
132	29
133	21
134	25
135	30
136	17
137	27
138	28
139	17
140	26
141	16
142	24
143	33
144	19
145	25
146	30
147	26
148	26
149	18
150	19
151	23
152	25
153	25
154	13
155	20
156	28
157	18
158	19
159	22
160	25
161	13
162	28
163	13
164	25
165	20
166	24
167	20
168	26
169	18
170	18
171	15
172	23
173	20
174	17
175	21
176	24
177	26
178	17
179	24
180	19
181	19
182	11
183	25
184	21
185	14
186	16
187	15
188	20
189	15
190	15
191	14
192	16
193	14
194	17
195	17
196	25
197	17
198	12
199	18
200	13
201	20
202	16
203	21
204	19
205	12
206	26
207	22
208	11
209	8
210	13
211	20
212	16
213	17
214	17
215	14
216	9
217	12
218	17
219	17
220	16
221	12
222	14
223	16
224	17
225	15
226	13
227	9
228	10
229	12
230	17
231	16
232	13
233	10
234	6
235	15
236	16
237	8
238	17
239	11
240	5
241	18
242	18
243	12
244	19
245	18
246	15
247	12
248	13
249	10
250	10
251	15
252	12
253	8
254	8
255	13
256	10
257	14
258	9
259	10
260	13
261	11
262	11
263	7
264	14
265	11
266	8
267	12
268	12
269	10
270	7
271	11
272	6
273	10
274	10
275	5
276	11
277	6
278	11
279	9
280	6
281	8
282	11
283	6
284	15
285	7
286	12
287	3
288	13
289	8
290	11
291	14
292	6
293	9
294	12
295	5
296	10
297	11
298	7
299	11
300	8
